filename,Score,ThemeLogic,Creativity,LayoutComposition,SpacePerspective,SenseOrder,LightShadow,Color,DetailsTexture,Overall,Mood,,,,
ae9065b047f84e97b20186a90ecb9f21.png,4.833,5.17,4.83,5,,4.33,,5.33,4.5,5.17,4.67,,,,
ac59e6749a6a43bf887732ce699799df.jpg,6,6.33,4.67,5.17,,5.5,,5,5.17,5.5,5.83,,,,
ac0113b6e1b94d2ba33174fc073838b7.png,5.417,4.67,4.33,5,,5.17,,4.67,4.83,4.33,4.67,,,,
abc947a88c554e9cad3145e812be022a.jpg,7.333,6,6.83,6.33,,6.33,,6.33,6.83,6.33,6.83,,,,
aab1bc7bdd92437791f78b5aed313138.jpg,4.083,4.67,4.5,4.33,,4.5,,4.17,4.33,4.33,4.5,,,,
a8b89c9019dd44f9bb995173fbf954ba.jpg,6.833,6.67,5.5,5.17,,6,,5.67,5.33,5.83,5.67,,,,
a8740f64a69f464fadec91c07be856fe.jpg,5.083,6,6.33,5.33,,6,,5.5,5.5,5.67,5.33,,,,
a6add5fa34c74f208f7fe2f54dc65c6e.jpg,7.5,7.67,7.5,7.17,,7.17,,7,6.67,7,7,,,,
a5c391dbad7344019808a76bc250e4e5.JPG,6.417,6.5,5.67,5.83,,6.5,,5.67,5.67,6.67,6.67,,,,
a38fbb1fc0d74a0c8325c168bd9f0665.jpg,5.167,6.17,5,4.67,,5.17,,5.17,5,5.33,5.33,,,,
a2e48167e25f479f81ea1867f4f9b46a.JPG,6.333,6.67,6.17,5.67,,6.5,,5.83,5.83,6,6.67,,,,
a29c72d8acf140d58bec3f4983a47b91.jpg,6.5,6.67,7,7,,6.83,,6.83,7.17,6.83,6.33,,,,
a248a45ce2f84c808f1403a010abac0e.jpg,4.2,4.4,4.4,4.6,,4.8,,4.4,4.4,4.8,4.4,,,,
a1a918fc39d74530abadce4bfcd3a9d8.jpg,6.917,6.5,6.67,6.5,,6.83,,6.67,7.17,6.33,7.33,,,,
9f59b90461564208ab99870fdbe30b37.png,4.8,5.2,5.2,4.6,,4.4,,5.2,4.4,4.8,5,,,,
9ecbaab9ded847f996b0fc75b0bd1c97.jpg,5.833,5.83,5.83,5.33,,5.67,,5.17,4.67,5.83,5.5,,,,
9ea8e106a3784b64961aca7a57f6c9bc.jpg,6.583,7,6.67,6.5,,6.67,,6.33,6,6.83,6.83,,,,
99695378259b45cb980b690be80bb82c.jpg,6.25,6,5.83,5.5,,6.17,,5.83,5.67,6.5,6,,,,
983a160256a44f448c555fd8551eef72.jpg,5.833,5.83,5.5,5.83,,6.5,,5.33,5.5,6,5.67,,,,
980f3d1c5c4f45ad960ef53b6256dc96.png,3.333,4.67,3.5,3.67,,4.33,,2.83,3.5,4.17,3.83,,,,
97fac1699bc94a9592b46b77c3ed444e.jpg,6.5,6.33,5.83,5.83,,6.67,,6.5,5.17,6.83,6,,,,
9747352d4669493d81e487850722377b.png,3.167,3.67,3,3,,4.17,,3.33,3,3.33,3,,,,
96ef5c80dee54f23b88b4d2034e1218c.jpg,5.917,6.33,6.17,6.17,,6,,6.5,6.5,6.5,5.83,,,,
96ade23bfd904f368223920600302ad0.jpg,6.25,7.17,6.33,6,,6.33,,6.17,6,6.5,6.5,,,,
9617768c429e410ebaa3b25f047190f8.jpg,5.5,5.67,6,5.5,,5.67,,5.5,5.67,5.33,5.67,,,,
93846b33159b4718980876bd41ef07a2.png,4.167,5.17,4,3.67,,4.67,,4.17,3.83,4.5,4,,,,
9337eda288db4427a7afcd6697664c61.jpg,7.417,6.5,6.33,6.17,,6.67,,6.83,6.17,6.67,6.5,,,,
92515ef49a7340788af8af98acfd44ae.jpg,5.167,5.17,4.83,4.67,,4.83,,5.17,4.83,5,4.67,,,,
91e0996ceb14445e92cb682446250e88.jpg,6.167,6.67,5.5,5.67,,6.5,,5.67,5.67,6.67,6.17,,,,
9016e1505c064b769a086edb13af732c.jpg,6,6.17,5.67,4.67,,5.67,,5.83,5.83,6,5.67,,,,
8fa0adc05b38443f9b2ac65c6f027562.jpg,6.3,6.4,5.2,5.4,,6.4,,5.2,5.8,6.6,5.6,,,,
8e79b7c82753406b9b651511eb24a128.png,4,4.2,3.6,3.6,,4.2,,4,3.6,4.2,3.8,,,,
8cfc915caf7b4dc096a2a7fbc546d1b0.png,5,5.6,4.4,4.2,,5,,4.2,3.8,5.2,4.4,,,,
8b66b598eabb46749405e1f3b404bf03.jpg,7.3,6.6,6.2,5.4,,6.6,,6.8,6,6.6,6.8,,,,
8b309d1033654c939b2e4b1b922c3474.jpg,6.7,6.4,5.8,5.6,,6.2,,5.6,5,6.4,6.4,,,,
8a86d14dedc44cc584c24d4da8b1c0d5.png,4.1,4.6,3.6,3.4,,4.8,,3.8,3.8,4.2,3.6,,,,
8a815112042c4d858e85dfebdb0c2cb8.jpg,6.167,6,6,5.67,,5.33,,5.67,5.5,5.83,5.83,,,,
898c6286e9be40c0909a3c4f891f535c.jpg,7.1,6.6,6.2,6.8,,7.2,,6.2,6.4,6.8,6.8,,,,
88f15c943a3441c7a78eacc8ee10bb07.jpg,7,6.2,6.8,7,,6.8,,6.8,6.6,6.8,6.6,,,,
874c5f6657b74d19b6af56edd0b9e5c7.JPG,6.1,6.6,5.8,5.8,,6.4,,6,5.6,6.4,6.2,,,,
87185128362b42fa941dd13746224020.jpg,7.2,6.6,6.8,5.6,,7.4,,7,6,7,7,,,,
860dfb6e7e4744c580dbb8cc609d14a1.png,3.9,4.6,4.4,4.2,,5.4,,4.4,4.4,5,4.2,,,,
859f681382b14e08abc7aa8f3844af8f.jpg,7.833,7,7.17,6.83,,7.33,,7.5,7.33,7.17,7,,,,
852f6c2a159847d9945888cba6e10f85.jpg,6.8,6.6,7,6.4,,6.4,,6.4,6.4,6.2,6.6,,,,
83ce3dd72f8044f287fd2898922e3d2e.jpg,7.3,6.8,6.6,6.8,,7.2,,6.6,6.6,7.4,7,,,,
804c0edb608e4aec9598fd992a76f0c6.jpg,6.6,6.4,6.6,6.4,,6.4,,6.4,5.6,6.4,6,,,,
804482cc2c6149cf81a1724268f2714a.png,4.2,5,4.4,4,,4.8,,4.2,4.4,4.8,4,,,,
7f780abcd6734f43ab4f20bd6dd89d99.jpg,5,4.4,4.8,4.6,,4.4,,4.6,4.6,4.6,5,,,,
7f3bbe42d30d47f48653e17e5ebd21b8.jpg,5.4,5.8,4.8,4.2,,5.6,,4.8,4.4,5.4,5.6,,,,
7810e01691c74a68a961502a8cba2b77.png,3.7,6.2,4.4,4.2,,5,,4.6,4,5,4.6,,,,
77b2aa49110e459da6f4448ec3d3df62.jpg,6.5,6.33,5.67,5.83,,6.5,,6,6.17,6.67,6.83,,,,
7778a3d08a9c4e7aa62b0247f498480a.jpg,6.1,6,5.8,5.6,,6.2,,6,6.2,6.6,5.6,,,,
76727870e9464e338809ea8962888bc1.jpg,5.7,6.2,5.8,6.2,,6.6,,5.4,5.2,5.8,6.4,,,,
718a0b05c16a490fa06c967135aa5cf5.png,3.4,4.6,3.8,3.4,,4.4,,3.6,3.4,4.4,3.4,,,,
7120eb531c104363923cf0dd6d4731bd.png,4.2,5.6,4.2,4.4,,4.8,,4.6,5,5.4,4.6,,,,
7105c5b261194ba197fa7d0fd170f104.jpg,7.2,6.6,6.6,5.4,,7,,7,6.4,6.6,7,,,,
708c25724987422e8c268a1462898153.jpg,5.1,6.2,5.4,4.6,,5.8,,5.6,5.4,5.8,5.2,,,,
6d84fe49b9b1480c89c578fb1c9b48c8.jpg,5.3,6.2,6,4.8,,6,,5,4.4,5.8,5,,,,
6c2e71f7b9864349902cc6b22cc32f22.jpg,6.2,7,6.4,6,,7.4,,6.6,6.4,6.6,6.2,,,,
69d0d0c11d6e4fae91cae34b0d2f458a.jpg,4.9,5.4,5.6,5.8,,5.6,,5.4,5.4,5.4,5.6,,,,
695f5188f84d4b5da41552f0314b692e.jpg,5.6,6.2,5.4,5.6,,5.8,,5.4,6,5.6,5.4,,,,
674e8900775045b99f4acbadf9f909fc.jpg,6.3,7.2,6.6,6,,7.2,,6,6,7.4,7,,,,
66b82c06c6f64a4d90c2cbecdaea3044.jpg,8.4,7.8,7.8,7.2,,8.2,,7.8,7.2,7.8,7.4,,,,
666a5070b59842e3b9a264465d4b19ad.jpg,7,7,7.4,6.4,,7.4,,7.2,7,7,7,,,,
65cdbd008de34aac87999c04c47ea5b3.jpg,6.2,7,6.4,4.6,,6.4,,6.2,5,5.6,5.8,,,,
63ed23e37d0e47f0bfc4c52642a36738.jpg,6.3,6.4,5.6,5.8,,6.2,,5.8,5.6,6.8,5.6,,,,
62ce42688c354b7ba5e5ab4242e34d2e.jpg,5.2,5.6,5,5.2,,5.8,,5,4.4,5.8,5.8,,,,
612a861d47eb48f7acc617a133d82e8d.png,3.3,5,3.8,3.2,,4.6,,3.6,3.8,4.2,3.4,,,,
60922ba8499140f3bdfa45cd76723e9b.png,6.3,6.2,6.4,5.4,,5.8,,6,5.6,6,6.2,,,,
601d69aa6c934c87ac5a395b59d7bc76.jpg,5.6,6,5.6,4.8,,6.6,,5.8,5,5.8,6.2,,,,
5f23c81897bf49dca2bf16103bf45aa5.jpg,5.7,5.6,5.6,5.4,,6,,5.6,5.8,5.8,5.6,,,,
5ea38aabf47741848fad21d6c298d4d1.jpg,5.5,5.8,5.2,4.8,,6.2,,5.2,5.6,5.4,5.4,,,,
5e6f8c8dd6a145dd9c88deea68b470c6.png,3.5,4.4,3.8,3.2,,4.6,,4.8,4.2,4.2,4.6,,,,
5b5bb0f78abe45e3865010dbec2cc6ca.jpg,4.1,4.6,3.8,4,,4.2,,3.6,4,4.2,4,,,,
57c7f3eef7f1478f8abd8d58fad98bba.jpg,3.5,5.2,4.4,3.8,,4.2,,4.4,4.2,3.8,4,,,,
5785cffbf60b48feb493a27c491750c6.jpg,7.2,7.2,6,5.6,,6.4,,6.2,7,7.2,6.8,,,,
572594905fd9429ea21a55f107266b4b.png,3.2,4.2,3,3.2,,3.8,,3.2,3.2,3.6,3.6,,,,
5674551f5cc449dc855ca714a5f349bb.jpg,4.9,6.6,4.6,4.2,,6,,5,4.8,5.8,5.4,,,,
5562a9506d3b486bbf82446dad821d38.jpg,5.9,6.6,6.8,6.8,,7,,6.4,7.2,6.6,7.2,,,,
547f7238381949eab36219c69a0efe3b.jpg,6.7,7.4,6.6,6,,7,,6.6,5.6,7,6.8,,,,
53e08506e0824a2dacbf2835b4551e9a.jpg,6.3,6.6,5.8,5.2,,6.8,,5.8,5.4,6.4,6.2,,,,
4f6a589f42754a738c98d8259f32ca95.jpg,5.7,6,5.8,5.8,,6.4,,5.4,5,5.6,5.8,,,,
4d49d805ecf146d3851b5124a2dee8ab.jpg,6.2,6.8,6.8,7.2,,7.2,,6.8,6.8,6.6,6.8,,,,
4ccccadaadb14d0b9ac5e98fd550fae8.png,4.3,4.4,3.8,4.4,,4.6,,4.6,4.2,4.8,4.6,,,,
4ab9f9dfee4249b29712e4b9983e58ae.png,3.8,4.6,4,3.8,,4.4,,4,3.8,4.4,4,,,,
49f78b6ae4df4627aa221354fe2e4427.jpg,6.4,6.2,5.8,5.6,,6.2,,5.6,5.8,6.2,5.8,,,,
49693a063c0740a9b96c5c86d474c127.png,4.1,4.4,4,3.6,,4,,4,4,4.2,4.2,,,,
494a473fd7ad448c8ae04a2ad12b9de5.jpg,6.2,5.8,5.8,5.4,,6.2,,5.6,5.6,6,6.2,,,,
4802c3b6ebdd4e3bb00659ae10a5b90e.jpg,7.4,7.2,5.8,6.2,,6.6,,7.2,6.2,7.4,6.6,,,,
458e084267b8445eaefdae2f6077a400.jpg,6.8,7,5.6,6.2,,6.8,,6.4,7,6.2,6,,,,
4227d822e6e24b25b8b56f68a8a95e02.jpg,6.6,7.4,5.8,5.8,,7.4,,6.6,6.6,6.8,7,,,,
3feddb78a0e14aa5b6446f3de3abd565.jpg,6.9,6.8,6.2,6.2,,6.8,,6.2,6,6.6,6,,,,
3edb9296c11c499098edee72dcfafd75.jpg,7.9,7.8,6.6,7,,8.2,,7.6,7.4,8.2,7.4,,,,
3ec5ff0910c5478fad58967304039d95.png,4.1,5.6,4.6,4,,5.6,,4.4,4,5.2,4.2,,,,
3dc6ecf19975413b9b0c553d2a17e6bb.jpg,6.6,6.4,5.8,5.4,,6.2,,6.2,5.8,6.2,6.2,,,,
3c03a491994d4f0abc0a50f028946ea0.jpg,3.8,5.4,4.2,3.8,,4.6,,4,3.8,4.2,4.2,,,,
3bc98c69181848129f3f187467fbb8cd.jpg,6,6.2,4.6,4.6,,6,,5,4.8,5.6,5,,,,
37d5bab4562c4a12ba415c4510a0592f.jpg,6,6.8,5.6,5.2,,6.2,,5.8,5.6,5.8,5.8,,,,
3755e34d723240f6984fce9dcef46507.jpg,6.8,5.8,5.2,5,,5.6,,5,4.8,5.8,5.8,,,,
365f69a7a2de4814a5cdf5e10d2880f4.png,5.2,5.8,5.6,4.4,,4.6,,5.4,4.8,5.4,5,,,,
34034120878b46d18c52632ae2e24021.jpg,6.4,6.8,5.4,5,,6.8,,5.4,5,6.4,5,,,,
32a59b0ba15a406aaf64e9a2f5783b4b.jpg,5.1,5.8,4.8,4,,5.2,,4.8,4.6,5,5,,,,
32351dc5ff874c429222fd8ad6d6e345.jpg,5.6,5.4,5,5.4,,5.4,,4.8,4.8,5.2,5,,,,
318b66479b4f4d0fbd22f946ef56ec57.jpg,6.1,6.6,7,6.6,,6.4,,7,6.8,6.6,7,,,,
31324f4a1afe42cd9d277e18d1f991f6.png,3,4.2,3.8,3.2,,4.4,,4,3.2,4.4,4.2,,,,
3053e7cf291748ea80edbd4d85ab5db1.JPG,5.3,6,5,5,,5.4,,5.2,4.6,5.6,4.8,,,,
2fe0e76fa6e140e2806d4169f8cea8a7.jpg,7.6,7.2,6.4,6.2,,7.2,,6.4,6.4,6.8,6.6,,,,
2db84fb77cb6444399dd170cddd176ea.png,4.1,4.6,3.6,3.2,,4.8,,4.6,4.2,4.8,5.2,,,,
2bca9bf4824d45e097d864991a79d775.JPG,6.4,6.4,5.8,5.8,,6,,6.4,5.2,5.8,6.2,,,,
29015555320b417db479837c9307ad4f.jpg,7.1,6.4,6.6,6.4,,6.4,,6.2,6.4,6,6.8,,,,
2868bd771ec74f1f8e9daa2848384837.png,4,3.6,4,4,,4.4,,4.6,3.8,5,4.4,,,,
27ac6e0ad5084ddba023e5a091af2ed2.jpg,6.3,5.8,6.2,5.6,,6,,6.4,5.8,6.4,6.2,,,,
278724be22f14355a4c442caa7c5104f.jpg,6,6.8,6.6,6.2,,6.4,,6,6.2,6.6,6.4,,,,
26a61256f99040a493bb7f2c9c410c45.png,4.8,5.4,4,4,,4.6,,4.2,4,4.8,4.4,,,,
25d9bc5405a44b028af80e1caeaf0397.jpg,6.9,7.4,6.6,7,,7.2,,6.6,6.4,7,7,,,,
24fc0f1351684c02ad45886c19105dc0.jpg,6.5,6.8,6.2,5.4,,6.8,,6.4,5.8,7.4,5.8,,,,
247e663294674666aadb5004600fc705.jpg,6.3,7.4,5.8,5.4,,7,,6,5.8,6.4,6,,,,
23a7379652924e5687c70cae20e62563.jpg,5.1,6.4,4.2,4.2,,6,,4.4,4.6,5.8,5,,,,
20e7a2c213954bbc897b247c680a87a6.jpg,7,7.2,6.4,6.8,,6.4,,7.4,6.6,6.8,7.6,,,,
1f4ef09b299e41fb9b9c39f036833549.jpg,5.6,6.2,5.8,5.4,,5.8,,5.4,5.4,6.6,5.8,,,,
1cc13ccdc99e40ddada3231ada34ae2b.jpg,6,6.2,6.2,5.4,,6,,6.2,5.8,6.6,6,,,,
1bf3308db02e4a91985bdbaef89a0c55.jpg,7.4,8,6.6,7.4,,7.6,,6.6,6.4,7.8,7.4,,,,
1b5f9b1380b5410fa3956ba006715d4e.jpg,7.6,6.8,6.8,6.4,,7.8,,7.2,6,7.4,7.6,,,,
1b35e6fced394c8cb3c6cda18779b4c6.jpg,5.2,6.6,5.4,5,,5.6,,5,5.4,4.8,5.2,,,,
1ad5d27e255e4fc7ae93fefbd2a90bbc.jpg,3.9,5,3.4,3.4,,5,,4,3.4,5.2,3.6,,,,
1a48680fd8cc401b82de52ef80eeac32.jpg,6.1,7.2,6.6,5.4,,7.2,,6,6,6.8,5.6,,,,
192b3d1934034752ac6185643fd37bf5.jpg,6.7,6.8,6.2,6.2,,6.6,,5.8,6,6.8,6,,,,
186b78be98c54adc92a6eba1f280c1a8.jpg,5.8,6,4.8,5,,6,,5,5.4,5.4,5,,,,
184bdb9a182b4fad96787293d2fa171e.jpg,6.7,7.2,6,4.8,,6.8,,5.4,5.6,6.8,5.6,,,,
16a9b012d2ba43d29c1c63e78916a002.jpg,6.4,6.4,7.2,5.6,,6.8,,6,6.2,6.4,6,,,,
15a1f3dbcf094d5aadf49178573b54fc.jpg,5,4.6,4.8,4,,4.6,,4.2,4.4,4.8,4.8,,,,
14648205ced449f9805de14565e02bad.jpg,6.3,6.2,5.6,5.6,,5.8,,5,5.2,6.2,5.6,,,,
13b67db7b5524bd89db9e98d3f644422.jpg,7,7.4,7.2,6.2,,7.4,,6.8,6.2,7.6,7.2,,,,
137314c41a0140fda8b5bca4db2166a8.jpg,6.2,6.8,5.2,5.4,,6.2,,6.6,5.2,6.2,6,,,,
121484d5f0634b42a07792494478c450.jpg,6.7,5.6,6.6,5.6,,6.2,,5.8,5.8,6,5,,,,
106868ad23be40e48df10c8dea63f293.jpg,4.4,5.8,4.6,4.2,,5.2,,4.8,4.4,4.6,4.4,,,,
0e60eae7e83a43d18541cbcc6366a57a.jpg,6.3,7,5.4,5.2,,6.8,,5.4,5,7.2,6,,,,
09c83a2dac7f4527bac6f367faf46651.jpg,6.6,7.6,5.6,5.8,,6.6,,5.8,6.2,6.6,5.2,,,,
097ff658f0c34ca0b7284b13f6cf961c.jpg,6.8,7.2,7.2,6,,7.2,,6.2,6,7.2,6.8,,,,
082d5089905b4b8d9c54e1483ae94d63.jpg,4.6,5.8,4,3.8,,5.4,,4.6,4.2,5.2,4.4,,,,
07df03db290b4175a1d0f93c50309345.jpg,4.2,5.4,4.4,4,,5,,4.4,4,5,4.4,,,,
0794849dc24a4996a15afc7efe56cf81.png,2.3,4.4,3,3.2,,3.8,,2.8,2.8,3,3,,,,
06cd44cb9c4b4efc9c635750d57212e5.jpg,6.2,6.6,6,6,,6.4,,6,5.8,6.6,6,,,,
05aa7eb8e5dc4ec8abc9ba3c9a2f1e4d.jpg,6.8,7.2,7,6,,7,,7,6.4,7.2,6.2,,,,
05724715b6a14d9b90fa6379d878e62f.jpg,6.3,7.2,7.6,6.2,,6.6,,6.2,5.8,7.2,6.8,,,,
03d15080e4ce480d9bee0d045a2bcb68.jpg,6.6,7.2,6.6,5.4,,6.8,,6.4,6.2,6.4,6,,,,
039f2972e0954413804505da30417aff.png,4,5.4,3.4,4,,4.6,,5.4,3.6,4.2,3.6,,,,
035b265083f24b3a96ead72e6947d101.jpg,5.9,6.2,5.4,6.2,,6,,6,5.6,6.2,5.4,,,,
0315f79d74b14157b7d287b0ab25058b.JPG,6.4,6.2,6.6,6,,6.6,,7,5.4,6.6,6.4,,,,
014dd7cbafb546e4b4120913c8740f53.jpg,6.6,7.2,6.8,6.4,,7.6,,6.4,6.4,7.2,6.4,,,,
0134c86dfaea414da535f984932e9ef2.jpg,5.5,6.8,6,6,,6.2,,6.4,5.4,6.6,6.6,,,,
00e98221cce44bc2be1fb3dde9b7fc59.jpg,3.5,5,4,3.8,,5.4,,4.2,3.6,5,4.8,,,,
009d71d46c6a4bbfa0bdbb3236c49b8d.png,3.4,4.8,3.6,3.2,,4.8,,3.6,3.2,4.6,3.8,,,,
f932cf98640b49aab0e7aa971cef6f98.jpg,8.25,,,7.75,8.25,,8,7.88,8.12,8,,,,,
f6f27975e78948b893b04ca4d9ea1702.jpg,8,,,7.5,7.5,,7.62,7.62,7.38,7.88,,,,,
f5c1364300c0438396239e9c227f097b.jpg,8.312,,,8,7.38,,7.88,7.75,7.5,8,,,,,
f4bb72d7ff5b4d868ea735206aaaad2d.jpg,8.125,,,7.38,7.62,,7.25,6.62,7.12,7.25,,,,,
f477c604b3474e6ea5bdadf0eefe82bb.jpg,7.5,,,7.12,6.75,,6.5,7.12,6.25,6.62,,,,,
f3934cee04554080a21e8951c56ba5d1.jpg,7.625,,,7.12,6.75,,6.62,7.38,7.38,7.25,,,,,
f346bbe5ee49415f9e949692dc7e4f98.jpg,7.75,,,7.5,7.38,,6.88,7.38,7.12,7,,,,,
f2ac67a57a9043e1b0ea33ed67736706.jpg,7.125,,,6.62,6.25,,6.75,6.38,6.75,6.62,,,,,
ee386dc3e75f4cd38b40f1520004d38a.png,2.312,,,3,2.62,,3.25,3,2.75,3.25,,,,,
ea577925cd184549bb770d9403162436.jpg,7.75,,,7.25,7.12,,7.25,7,7.12,7.25,,,,,
e895932d04bb41f893c4fa06775c8e93.jpg,7.625,,,8,7,,7.5,7.62,6.12,6.75,,,,,
e7aa435d137f4b33a3be7984c4190f6a.jpg,8.562,,,8.38,8.5,,8.5,8,8.62,7.88,,,,,
e63e2e53299c42548bd2085cc5bb199e.jpg,7.5,,,7.62,7.38,,6.38,6.25,6.62,7,,,,,
e60d0a30373942f5b0769a1b51799fbb.png,2.375,,,3.38,2.62,,2.62,3.25,2.5,2.62,,,,,
e609fb375358463b9c2b5e55d97673ca.jpg,7.125,,,6.88,6.5,,7.12,6.5,6.75,6.75,,,,,
e5ced0e57b9747d89bdcc13f660db568.png,5.562,,,4.75,5.25,,4.75,4.75,5,5,,,,,
e0f7beca9df34c8a8314c8e052f6124a.png,2,,,2.88,2.88,,2.62,2.75,2.75,2.75,,,,,
e023089650b34d6c959a38266a21071a.png,2.625,,,3.5,3,,3,3.38,3.38,3.25,,,,,
df0d6aca2fb84d58bddf37c534f258a1.png,3.5,,,4,3.88,,3.25,3.75,3.62,3.88,,,,,
dc76bc56feea4a8483f0e2653c21e50a.jpg,7.812,,,7.5,7.38,,7,7.62,7.5,7.25,,,,,
dc0dc27f4282495f80008b557ce7fc43.png,3.25,,,3.75,3.62,,3.5,3.88,3.75,3.38,,,,,
daff94261e8543cb85a4a078aea3a26d.png,2.062,,,3.25,3.38,,2.88,3.38,3,2.62,,,,,
daa311a3401d4791a1961ad2d9015e63.jpg,7.062,,,6.88,7.25,,6.88,7.25,7.12,7.5,,,,,
d84a7ef4fb014c49aaa4ba261178236d.png,2,,,3.38,3.62,,3.12,3.12,3.12,3.25,,,,,
d57d0d1ff75e46f7a2f73a63b0327c79.jpg,7,,,6.5,6.75,,6.5,6.5,6.5,7.12,,,,,
d53d71c846d549098600237529016a41.jpg,7.938,,,7.38,7.5,,6.75,6.88,7.38,7.62,,,,,
d469cd1491d846e994544dd1d98aa41c.jpg,7.875,,,7.75,6.75,,7.5,7.12,7.5,7.62,,,,,
d440e6ff7310479eb0c665f7777a14b9.png,2.188,,,3.25,3.12,,2.5,2.88,2.75,2.62,,,,,
d1f960218b5d49f4bdc3b8bdf6ca1cf0.jpg,8.188,,,7.5,7.25,,7.12,7.75,7.75,7.12,,,,,
d1df94c4e5e040cdae4147a48f7c950f.png,3.875,,,4,4,,4,3.88,3.38,3.88,,,,,
d15b4edeeb0348f8a30c9e3f3bce35b9.jpg,7.375,,,7.25,7,,7.25,7.25,7,7.5,,,,,
d0d298c3af9245009bd8ef99e23a1a9d.jpg,8.188,,,7.88,7.88,,8.12,8,7.62,7.5,,,,,
cdd8cd8b0ac447f59202572523e41cd6.jpg,7.938,,,7.75,7.5,,7.12,7.75,7.75,8,,,,,
ccd1ca9f375b490b8a7a54f55d092ba8.png,2.25,,,2.88,2.38,,2.38,3.62,3,2.5,,,,,
cb386864cfd646628e57ce53f1ef4457.jpg,8.438,,,7.5,8,,7.5,7.88,8,7.75,,,,,
ca8a2f2eb84f4450b520eebb6a15c14b.jpg,8.062,,,7.5,7.62,,7.75,7.5,8,7.5,,,,,
ca51008db4824689bdf46b512507902d.jpg,8.062,,,7.75,7.88,,8.12,7.88,7.88,7.62,,,,,
c7d47b7933624ba8aabbd82ce936d141.png,2.625,,,3.38,2.88,,3.12,3.25,3.25,3.25,,,,,
c76c97a4badc473bb21989327df54ef9.jpg,6.75,,,6.75,6.12,,6.5,6.12,6.75,6.12,,,,,
c753c45f5a4849a6b983336e5850dad1.png,3.562,,,3.62,3.25,,3.25,3.88,3.38,3.5,,,,,
c2bb08246bde474ebdc7af5bdecae655.jpg,8.5,,,8.12,8.25,,8.38,7.88,7.88,8.12,,,,,
c225f68f85af4c43ad203045f69323db.png,5.5,,,5.75,5.25,,5.25,5.62,5.25,5.88,,,,,
bff9b83d08b34dc6b606cdbf5d14e82d.jpg,7.875,,,7.25,7.12,,7.5,7.12,7.62,7.5,,,,,
bf2e0e0defae4525a41d250c8e818f0f.png,2.438,,,3.62,3.38,,3.12,3.5,3.12,3,,,,,
be65b8dc147d451b9dc11cc1092ddb43.jpg,7.875,,,7.75,7.12,,7.75,7.5,6.88,7.62,,,,,
bd92543009a14101909537e67fd46837.jpg,7.875,,,7.88,7.88,,7.75,8.12,7.75,7.38,,,,,
bc42935e083749b79b66bf4371e65c1f.png,2.062,,,3.25,2.62,,2.5,3.38,2.5,2.62,,,,,
badac478812c448a86ce2df796133811.jpg,7.312,,,7.5,7.5,,6.88,7.38,7.38,6.75,,,,,
b92468018e0442f5917e8e8822974b8e.jpg,7.643,,,7.14,7.14,,7.14,7.71,7.14,7.71,,,,,
b8ac18cda67047bcbf1b70cf7b83bfde.png,2.5,,,3.86,2.86,,2.43,3.43,3,2.71,,,,,
b863dea0d74346dd9432f20040525f8e.jpg,7.857,,,7.29,7.29,,7.43,7.57,7.71,7.57,,,,,
b20c2d918147441c96a5f82d29ceda25.jpg,7.167,,,7.5,7.5,,7,6.5,7.17,7.5,,,,,
af0a9cffd87a4122bb91e395519f9da5.jpg,7.833,,,7.83,7.83,,8,7.67,7.5,7.5,,,,,
aed0382513424c73a643542cfb6e0240.jpg,7.714,,,7,6.86,,6.71,7.14,7.43,7.14,,,,,
aeb5396f80da4d98ae8dd000aaf55929.jpg,6.286,,,5.86,5.14,,5.43,6.43,5.86,6,,,,,
ae023b80d097474ca381bd02c9a92a67.png,2.25,,,2.83,2.67,,2.5,2.83,2.33,3,,,,,
a695fcfe4c3d4e62b69586100854e49d.jpg,8,,,8,7.83,,8.17,8.17,8.33,8.17,,,,,
a3a68f87fd974fd3aa3516191d583e1b.png,4.667,,,4.33,4.83,,4.5,5.33,4.5,5,,,,,
a2088efd2f334676ae1a6e05068be6c6.jpg,8,,,8,7.83,,7.83,7.67,7.67,7.83,,,,,
a143a37cc1624881a2375d5a09ad4aee.jpg,8,,,7.5,7.5,,8.17,7.83,7.67,8.17,,,,,
9ea2e5444f304bc3b1bf6a1adddcf019.png,2.333,,,3,3.33,,3.17,2.83,3.17,2.83,,,,,
9d318db44f0f49ea95f19d29281dcb7d.jpg,6.583,,,6.67,6.5,,6.5,6.83,6.5,6.83,,,,,
9d31892e94c74d1bb619ec1e0680d484.jpg,7.917,,,8.17,8,,7.67,7.83,7.5,7.67,,,,,
9bc7739bde26409cb6146c8f3db56be4.jpg,4.417,,,4.67,4,,4,4.33,4.5,3.83,,,,,
97a0318df54447ffa85876ecf2ec0035.jpg,6.083,,,7,7,,7.17,6.33,7.17,6.83,,,,,
9553020e70d1488685fb992ff799efe8.jpg,8,,,7.83,7.83,,7.67,7.83,7.67,7.83,,,,,
9476c439d43e4a2fb6cd0ed34fcbbee9.png,2.429,,,3.71,3.43,,3.14,3.71,3.14,3.14,,,,,
901feac4f5164c15bc4fbd8a8eb9f6e6.jpg,6.333,,,5.67,6.67,,6.33,6.33,6,6.17,,,,,
